fandom,bullet_type,idx,region,keywords,match_class,strict_region,mention_type,snippet
다이나믹듀오,spillover,14,인천,인천,지명 확인,인천,활동,"이슬라이브 페스티벌'(9월 12일, 인천 송도달빛축제공원)이 2년 만에 규모를 키"
다이나믹듀오,spillover,17,부산,부산,지명 확인,부산,활동,다이나믹 듀오가 2025년 부산에서 단독 콘서트 '가끔씩 오래 보자'를 
다이나믹듀오,spillover,18,대구,대구,지명 확인,대구,활동,다이나믹 듀오가 대구 이월드 30주년 축제 무대에서 공연하며 
다이나믹듀오,spillover,19,전북,전북,지명 확인,전북,활동,다이나믹 듀오가 전북 김제에서 열린 제27회 김제지평선축제 무
에픽하이,spillover,16,대구,대구,지명 확인,대구,활동,에픽하이가 2025년 8월 대구스타디움에서 열린 싸이의 '흠뻑쇼' 대구 
에픽하이,spillover,20,인천,인천,지명 확인,인천,활동,8월 29~30일 인천문학경기장 '서스테이너블 웨이브 페스티벌 
악동뮤지션,loyalty,4,서울,서울,지명 확인,서울,활동,"2017년 'DIARY' 콘서트(서울 서강대 메리홀)에서 8회차, 총 4천석 "
악동뮤지션,loyalty,4,부산,부산,지명 확인,부산,활동,"이 전량 매진됐고, 이후 광주·대구·부산·수원·성남 등 전국 투어로 확대될 만큼 "
악동뮤지션,loyalty,4,대구,대구,지명 확인,대구,활동," 티켓이 전량 매진됐고, 이후 광주·대구·부산·수원·성남 등 전국 투어로 확대될 "
악동뮤지션,loyalty,4,광주,광주,지명 확인,광주,활동,"4천석 티켓이 전량 매진됐고, 이후 광주·대구·부산·수원·성남 등 전국 투어로 확"
악동뮤지션,loyalty,4,경기,성남|수원,지명 확인,경기,활동,"량 매진됐고, 이후 광주·대구·부산·수원·성남 등 전국 투어로 확대될 만큼 수요가"
악동뮤지션,loyalty,6,서울,서울,지명 확인,서울,활동,2017년 콘서트 '일기장' 서울 공연(서강대 메리홀) 티켓이 오픈 30초
악동뮤지션,loyalty,7,서울,서울,지명 확인,서울,활동,"2019년 콘서트 '항해' 서울 공연(경희대 평화의전당, 약 4,500석"
악동뮤지션,loyalty,13,서울,서울,지명 확인,서울,활동,1 'AKMUTOPIA' 전국투어를 서울·부산·광주·고양·대구·창원·수원·순천·대
악동뮤지션,loyalty,13,부산,부산,불확실,부산,활동,AKMUTOPIA' 전국투어를 서울·부산·광주·고양·대구·창원·수원·순천·대전·인
악동뮤지션,loyalty,13,대구,대구,지명 확인,대구,활동,' 전국투어를 서울·부산·광주·고양·대구·창원·수원·순천·대전·인천 등 10개 도
악동뮤지션,loyalty,13,인천,인천,불확실,인천,활동,"주·고양·대구·창원·수원·순천·대전·인천 등 10개 도시에서 진행했고, 서울 공연"
악동뮤지션,loyalty,13,광주,광주,지명 확인,광주,활동,UTOPIA' 전국투어를 서울·부산·광주·고양·대구·창원·수원·순천·대전·인천 등
악동뮤지션,loyalty,13,대전,대전,불확실,대전,활동,"산·광주·고양·대구·창원·수원·순천·대전·인천 등 10개 도시에서 진행했고, 서울"
악동뮤지션,loyalty,13,경기,수원,지명 확인,경기,활동,를 서울·부산·광주·고양·대구·창원·수원·순천·대전·인천 등 10개 도시에서 진행
악동뮤지션,loyalty,13,전남,순천,불확실,전남,활동,"울·부산·광주·고양·대구·창원·수원·순천·대전·인천 등 10개 도시에서 진행했고,"
악동뮤지션,loyalty,13,경남,창원,지명 확인,경남,활동,국투어를 서울·부산·광주·고양·대구·창원·수원·순천·대전·인천 등 10개 도시에서
악동뮤지션,loyalty,19,서울,서울,불확실,서울,활동,U)이 2026년 10월 9~11일 서울 KSPO DOME에서 여는 콘서트 '소문
악동뮤지션,spillover,1,서울,서울,지명 확인,서울,활동,"2017년 '일기장' 투어는 서울 8회 공연에 더해 전국 9개 도시 순회,"
악동뮤지션,spillover,16,서울,서울,불확실,서울,활동,첫 전국 투어(10개 도시 순회)가 서울 외 지방 중소도시(순천·창원 등)까지 포
악동뮤지션,spillover,16,전남,순천,지명 확인,전남,활동,시 순회)가 서울 외 지방 중소도시(순천·창원 등)까지 포함돼 지역 공연 시장에 
악동뮤지션,spillover,16,경남,창원,지명 확인,경남,활동,회)가 서울 외 지방 중소도시(순천·창원 등)까지 포함돼 지역 공연 시장에 파급 
임영웅,loyalty,1,서울,서울,지명 확인,서울,활동,"속이 몰렸고, 인천을 시작으로 대구·서울·광주·대전·부산 등 매 지역에서 오픈과 "
임영웅,loyalty,1,부산,부산,불확실,부산,활동,천을 시작으로 대구·서울·광주·대전·부산 등 매 지역에서 오픈과 동시에 초고속 전
임영웅,loyalty,1,대구,대구,지명 확인,대구,활동,025~2026년 전국투어 콘서트는 대구 공연에서 티켓 오픈 전부터 서버가 다운될
임영웅,loyalty,1,인천,인천,지명 확인,인천,활동,"버가 다운될 정도로 접속이 몰렸고, 인천을 시작으로 대구·서울·광주·대전·부산 등"
임영웅,loyalty,1,광주,광주,지명 확인,광주,활동,"몰렸고, 인천을 시작으로 대구·서울·광주·대전·부산 등 매 지역에서 오픈과 동시에"
임영웅,loyalty,1,대전,대전,불확실,대전,활동,", 인천을 시작으로 대구·서울·광주·대전·부산 등 매 지역에서 오픈과 동시에 초고"
임영웅,loyalty,4,경남,거제,불확실,경남,활동,"다(홍천 지회 쌀 100포대 기부, 거제 지회 1004만원 기부 등)."
임영웅,loyalty,11,서울,서울,지명 확인,서울,활동,2025년 9월 서울 콘서트 티켓이 오픈과 동시 전석 매진되고
임영웅,loyalty,13,서울,서울,불확실,서울,활동,서울 고척스카이돔 공연도 티켓 오픈과 동시에 
임영웅,loyalty,14,서울,서울,지명 확인,서울,활동,024년 5월 팬클럽 '영웅시대'가 서울 지하철 2호선에 래핑 광고를 게재해 스타
임영웅,loyalty,23,강원,춘천,지명 확인,강원,기타,"Local chapter ""영웅시대 춘천 핑크웅사랑방"" donated 2 mill"
임영웅,loyalty,24,충남,아산|천안,지명 확인,충남,기타,"Local chapter ""천안아산 영웅시대"" donated 6 mill"
임영웅,loyalty,30,제주,제주,지명 확인,제주,기타,임영웅 팬클럽 '영웅시대 제주' 지회가 이웃사랑 성금 400만 원을 기
임영웅,loyalty,31,대전,대전,지명 확인,대전,활동,"체 디틱은 임영웅의 2026년 2월 대전 'IM HERO' 콘서트(2~4일, 대전"
임영웅,loyalty,33,경기,안산,지명 확인,경기,활동,부했다. 기부금은 고려대 안암·구로·안산병원의 저소득 취약계층 환자 치료비 지원에
임영웅,loyalty,39,경기,경기도,지명 확인,경기,연고,임영웅은 경기도 포천시 홍보대사로 위촉되어 포천시청 공
임영웅,loyalty,39,경북,경북|포항,지명 확인,경북,연고,페이지 소개 페이지에 등재되어 있다(경북 포항이 아닌 경기 포천이 정확한 연고지)
임영웅,loyalty,40,서울,서울,불확실,서울,활동,"어 콘서트 'IM HERO'를 통해 서울, 인천, 부산 등 전국 여러 지역을 순회"
임영웅,loyalty,40,부산,부산,불확실,부산,활동,"M HERO'를 통해 서울, 인천, 부산 등 전국 여러 지역을 순회하며 팬들과 만"
임영웅,loyalty,40,인천,인천,불확실,인천,활동,"트 'IM HERO'를 통해 서울, 인천, 부산 등 전국 여러 지역을 순회하며 팬"
임영웅,spillover,5,제주,제주,불확실,제주,기타,2024년 제주삼다수는 4년간 모델이었던 아이유를 대체해
임영웅,spillover,26,서울,서울,지명 확인,서울,활동,국투어 '아임 히어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역 24회 공
임영웅,spillover,26,부산,부산,불확실,부산,활동,어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역 24회 공연에서 총 25만
임영웅,spillover,26,대구,대구,지명 확인,대구,활동,년 전국투어 '아임 히어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역 24
임영웅,spillover,26,인천,인천,지명 확인,인천,활동,026년 전국투어 '아임 히어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역
임영웅,spillover,26,광주,광주,지명 확인,광주,활동, '아임 히어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역 24회 공연에서
임영웅,spillover,26,대전,대전,불확실,대전,활동,임 히어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역 24회 공연에서 총 
임영웅,spillover,49,경기,경기도,지명 확인,경기,연고,임영웅은 고향인 경기도 포천시의 홍보대사로 위촉되어 활동해왔으
송가인,loyalty,13,전남,전남|진도,지명 확인,전남,활동,전남 진도군은 2026년 8월 18일 '트롯 
송가인,loyalty,18,전남,전남|진도,지명 확인,전남,연고,송가인은 '진도의 딸'로 불리며 전남 진도군 홍보모델(홍보대사)로 재위촉되어 
송가인,loyalty,19,전남,진도,지명 확인,전남,활동,송가인은 진도군 홍보모델 자격으로 진도·해남 일대에서 
송가인,loyalty,20,전남,진도,지명 확인,전남,기타,송가인은 진도군 홍보모델로서 진도의 매력을 전국에 알리
송가인,loyalty,23,전남,전남,불확실,전남,연고,송가인이 전남경찰청 명예경찰(경위 계급)로 위촉되어(2
송가인,loyalty,24,전남,전남|전라남도,지명 확인,전남,활동,"가 송가인을 2025 국제농업박람회(전남농업기술원, 10월 23~29일 개최) 홍"
송가인,loyalty,28,전남,진도,지명 확인,전남,연고, 1월 송가인의 생일을 맞아 고향인 진도군에 백미 100포(약 300만 원 상당)
송가인,loyalty,29,전북,전북,지명 확인,전북,활동,송가인 공식 팬카페 '어게인'은 전북 지역 사랑의열매에 성금을 기부하는 등 팬
송가인,loyalty,30,전남,진도,지명 확인,전남,활동,경기남부 어게인'은 2025년 1월 진도군 내 사회복지시설 14개소에 백미 100
송가인,loyalty,31,전북,전북,불확실,전북,기타,인'은 2021년 12월 사랑의열매 전북사회복지공동모금회에 성금 115만원을 기탁
송가인,loyalty,32,전남,진도,지명 확인,전남,활동,송가인 팬클럽은 진도군에 백미 100포를 기부하는 나눔 행사를
송가인,spillover,0,전남,전라남도|진도,지명 확인,전남,활동,2019년부터 전라남도 진도군 홍보대사 및 전라남도 관광 홍보대사로 
송가인,spillover,1,전남,진도,지명 확인,전남,연고,고향 진도의 '송가인마을'은 그의 인기에 힘입어 관
송가인,spillover,3,전남,진도,지명 확인,전남,연고,"2026년 8월 진도군 홍보대사로 재위촉되었으며, 진도 출신으"
송가인,spillover,7,전남,진도,지명 확인,전남,활동,2026년 8월 진도군 홍보모델로 재위촉되어 명량대첩축제 등 
송가인,spillover,16,전남,진도,지명 확인,전남,활동,"진도군이 송가인을 홍보모델로 재위촉, 명량대첩"
송가인,spillover,17,전남,전라남도,지명 확인,전남,활동,전라남도가 송가인을 '2025 국제농업박람회'
송가인,spillover,19,경북,울릉,지명 확인,경북,활동,제24회 울릉도 오징어축제 개막식에서 송가인이 호소력 
송가인,spillover,21,경북,울릉,지명 확인,경북,활동,송가인이 경상북도 울릉군 저동항에서 열린 제24회 울릉도 오징어
송가인,spillover,23,서울,서울,불확실,서울,활동,"022년 전국투어 콘서트 '연가'로 서울에 이어 대구(6월 4일, 대구 엑스코),"
송가인,spillover,23,대구,대구,지명 확인,대구,활동,"투어 콘서트 '연가'로 서울에 이어 대구(6월 4일, 대구 엑스코), 전주(6월 "
송가인,spillover,23,전북,전주,불확실,전북,활동," 대구(6월 4일, 대구 엑스코), 전주(6월 11일, 한국소리문화의전당) 등 지"
송가인,spillover,24,전남,진도,지명 확인,전남,활동,2)에 가수 송가인 역으로 특별출연(진도 다시래기 소재)
송가인,spillover,33,전남,전라남도|진도,지명 확인,전남,활동,"이 2026년 8월 18일 전라남도 진도군 홍보모델로 재위촉됐으며, 첫 공식 행보"
송가인,spillover,34,전남,전남|전라남도,지명 확인,전남,활동,창농타운에서 열린 위촉식에서 김영록 전남도지사로부터 2025 국제농업박람회 공식 
송가인,spillover,35,광주,광주,지명 확인,광주,기타,"0%가량 증가했고, 그동안 96%가 광주·전남에서만 판매되던 제품에 타 지역 주문"
송가인,spillover,35,전남,전남,지명 확인,전남,기타, 송가인이 광고 모델로 기용된 이후 전남 지역 소주 브랜드 '잎새주'의 1월 매출
송가인,spillover,36,전남,진도,지명 확인,전남,연고,저널 보도에 따르면 송가인의 고향인 진도군 방문객 수가 2018년 73만1397명
송가인,spillover,41,전남,전라남도|진도,지명 확인,전남,기타,전라남도 진도군이 송가인을 진도 홍보모델로 재위촉했다(
송가인,spillover,42,전남,전라남도,지명 확인,전남,활동,전라남도가 송가인을 2025 국제농업박람회 홍
송가인,spillover,50,전남,전남|진도,지명 확인,전남,연고,백과에 따르면 2020년 8월 고향 전남 진도군의 임회면~지산면 2km 구간 도로
영탁,loyalty,22,서울,서울,지명 확인,서울,활동,"영탁, 2026년 5월 2~3일 서울 장충체육관에서 열린 팬콘서트 'YOUNG"
영탁,loyalty,24,서울,서울,지명 확인,서울,활동,2026년 5월 서울 장충체육관에서 열린 팬콘서트 '영원파크 
영탁,loyalty,29,서울,서울,지명 확인,서울,활동, 단독 콘서트 'TAK SHOW5' 서울 시작 전국투어(전주·대구·인천·부산)
영탁,loyalty,29,부산,부산,지명 확인,부산,활동,서울 시작 전국투어(전주·대구·인천·부산)
영탁,loyalty,29,대구,대구,지명 확인,대구,활동,HOW5' 서울 시작 전국투어(전주·대구·인천·부산)
영탁,loyalty,29,인천,인천,지명 확인,인천,활동,5' 서울 시작 전국투어(전주·대구·인천·부산)
영탁,loyalty,29,전북,전주,지명 확인,전북,활동,K SHOW5' 서울 시작 전국투어(전주·대구·인천·부산)
영탁,loyalty,30,경북,경북,지명 확인,경북,연고,영탁은 고향인 경북 안동에 대한 애정을 드러내며 안동 지역 
영탁,loyalty,36,경북,포항,지명 확인,경북,기타,영탁 팬클럽 '포항 하우방'은 지역 이웃돕기 성금 300만원
영탁,spillover,5,서울,서울,불확실,서울,활동,일(한국철도공사) 홍보대사로 위촉돼 서울지하철 개통 50주년·KTX 개통 20주년
영탁,spillover,14,울산,울산,지명 확인,울산,기타,"르트 발휘, 예천양조 영탁 막걸리, 울산 지웰시티 자이, 빙그레 슈퍼콘, 비오틴 "
영탁,spillover,14,경북,구미,지명 확인,경북,기타,"시티 자이, 빙그레 슈퍼콘, 비오틴 구미, 광동 헛개차, JM솔루션 (with a"
영탁,spillover,18,전북,전북,지명 확인,전북,활동, SBS '우리 동네 전성시대'에서 전북 진안 베이커리 카페 '더 용담'의 홍보부
영탁,spillover,22,전북,전북,지명 확인,전북,활동, 나선다. 첫 번째 프로젝트 지역은 전북특별자치도 진안군이다. SBS '우리동네 
영탁,spillover,34,서울,서울,불확실,서울,활동,자매' OST가 2021년 제16회 서울드라마어워즈에서 수상했다.
영탁,spillover,44,서울,서울,지명 확인,서울,활동,GO' 컴백에 맞춰 10월 3~5일 서울을 시작으로 전주·대구·인천·부산 투어로 
영탁,spillover,44,부산,부산,지명 확인,부산,활동,일 서울을 시작으로 전주·대구·인천·부산 투어로 이어지는 단독 콘서트 'TAK S
영탁,spillover,44,대구,대구,지명 확인,대구,활동,0월 3~5일 서울을 시작으로 전주·대구·인천·부산 투어로 이어지는 단독 콘서트 
영탁,spillover,44,인천,인천,지명 확인,인천,활동,3~5일 서울을 시작으로 전주·대구·인천·부산 투어로 이어지는 단독 콘서트 'TA
영탁,spillover,44,전북,전주,지명 확인,전북,활동,춰 10월 3~5일 서울을 시작으로 전주·대구·인천·부산 투어로 이어지는 단독 콘
영탁,spillover,51,울산,울산,지명 확인,울산,활동,시행사 (주)신영의 아파트 브랜드 '울산 지웰시티 자이'의 광고모델로 발탁되었다.
영탁,spillover,55,울산,울산,지명 확인,울산,활동,영탁이 2020년 GS건설/신영의 '울산 지웰시티 자이' 아파트 분양 광고에 출연
김호중,loyalty,10,충남,충남,지명 확인,충남,활동,2023년 8월 아리스가 충남 지역 복지시설에 선풍기 110대와 앨범을
김호중,loyalty,13,부산,부산,지명 확인,부산,활동, 논란 속에서도 전석 매진됐고 경기·부산·대구 등 전국에서 팬 관광버스가 몰려 인
김호중,loyalty,13,대구,대구,지명 확인,대구,활동, 속에서도 전석 매진됐고 경기·부산·대구 등 전국에서 팬 관광버스가 몰려 인근이 
김호중,loyalty,13,경남,창원,지명 확인,경남,활동,"2024년 5월 창원실내체육관(5,800석) 콘서트가 논란 속"
김호중,loyalty,27,충남,충남,불확실,충남,기타, 여름나기를 위해 선풍기 110대를 충남사회복지공동모금회·충남장애인복지관협회를 통
김호중,loyalty,28,대구,대구,지명 확인,대구,활동,김호중 팬클럽 '아리스' 대구경북 회원들은 어르신을 위한 사랑실천 봉사
김호중,loyalty,28,경북,경북,지명 확인,경북,활동,김호중 팬클럽 '아리스' 대구경북 회원들은 어르신을 위한 사랑실천 봉사활동
김호중,spillover,2,경북,김천,지명 확인,경북,활동,2024년 김천시와 연계한 전국투어 콘서트가 개최된 사례
김호중,spillover,8,서울,서울,지명 확인,서울,기타,2023년 서울가요대상에서 'PANORAMA' 앨범으로 
김호중,spillover,20,대구,대구,지명 확인,대구,활동,아리스 대구경북 지역 회원들이 어르신 대상 사랑실천 
김호중,spillover,20,경북,경북,지명 확인,경북,활동,아리스 대구경북 지역 회원들이 어르신 대상 사랑실천 봉사
김호중,spillover,29,경북,경북|김천,지명 확인,경북,기타,경북 김천시에는 김호중의 이름을 딴 '김호중 
김호중,spillover,30,경북,김천,지명 확인,경북,기타,논란 확산 후 김천시 측은 '소리길' 즉각 철거설은 와전된 
김호중,spillover,31,경북,김천,지명 확인,경북,기타, 2심에서도 실형을 선고받은 뒤에도 김천시의 '김호중 소리길' 철거 검토는 진척 
김호중,spillover,47,서울,서울,불확실,서울,기타,뺑소니 사고 후 검은 양복 차림으로 서울 법정에 출석해 '매우 힘들고 고통스럽다'
김호중,spillover,49,서울,서울,불확실,서울,기타,원(大紀元/Epoch Times)은 서울중앙지법이 김호중에게 음주운전 후 도주 및
