topic,rank,word,phi,raw_weight
T1,8,공식,0.00791757,96.0198
T1,9,문서,0.00718205,87.0999
T1,10,에서,0.00701364,85.0575
T1,11,2020년,0.00671101,81.3874
T1,12,나무위키,0.00659347,79.9619
T1,13,구독자,0.00600792,72.8607
T1,14,활동,0.00572312,69.4068
T1,15,기부,0.00568431,68.9361
T1,16,주연,0.00502348,60.9220
T1,17,피해,0.0049557,60.1000
T1,18,tvn,0.00476458,57.7821
T1,19,명을,0.00467132,56.6511
T1,20,출연,0.00410946,49.8372
T1,21,exo,0.00405,49.1161
T1,22,2021년,0.00400509,48.5714
T1,23,사랑,0.0039116,47.4377
T1,24,위키백과,0.00385533,46.7553
T1,25,역을,0.00371884,45.1000
T1,26,멤버,0.00368827,44.7292
T1,27,역으,0.00362105,43.9141
T1,28,2025년,0.00360535,43.7237
T1,29,팬카페,0.00343088,41.6078
T1,30,2023년,0.00318997,38.6861
T1,31,밝혔,0.00316525,38.3863
T1,32,mbc,0.00315471,38.2585
T1,33,산불,0.00305918,37.1000
T1,34,영상,0.00304379,36.9134
T1,35,콘텐츠,0.00299372,36.3061
T1,36,뮤지컬,0.00296247,35.9272
T1,37,회원,0.00294031,35.6585
T1,38,연기,0.00293526,35.5972
T1,39,sbs,0.00286351,34.7270
T1,40,다수,0.00281359,34.1217
T1,41,7월,0.00278679,33.7967
T1,42,원을,0.00276898,33.5807
T1,43,맡았,0.00270706,32.8297
T1,44,2019년,0.00262393,31.8216
T1,45,정동원,0.00248859,30.1803
T1,46,part,0.00244778,29.6853
T1,47,불러,0.00244268,29.6235
T1,48,기준,0.00244222,29.6179
T1,49,코로나19,0.00243557,29.5373
T1,50,2022년,0.00240609,29.1797
T2,1,일본,0.0106857,143.9525
T2,2,함께,0.00869498,117.1342
T2,3,아랍어,0.00839551,113.1000
T2,4,출연,0.0079882,107.6129
T2,5,데뷔,0.00790423,106.4816
T2,6,게임,0.00726513,97.8720
T2,7,확인,0.00624597,84.1425
T2,8,프랑스,0.00618455,83.3150
T2,9,2026년,0.00618265,83.2895
T2,10,멤버,0.00616232,83.0155
T2,11,활동,0.00586198,78.9696
T2,12,영화,0.00554081,74.6429
T2,13,공개,0.00544886,73.4042
T2,14,보도,0.00543208,73.1782
T2,15,webfetch,0.00535205,72.1000
T2,16,소개,0.00527021,70.9975
T2,17,배우,0.00481745,64.8982
T2,18,콘서트,0.00474333,63.8997
T2,19,11월,0.00456892,61.5501
T2,20,2월,0.00450565,60.6977
T2,21,2025년,0.00386154,52.0207
T2,22,한국,0.0038449,51.7965
T2,23,광고,0.00378691,51.0152
T2,24,2021년,0.00350337,47.1955
T2,25,최초,0.00349199,47.0423
T2,26,1월,0.00342527,46.1435
T2,27,페스티벌,0.00331385,44.6424
T2,28,5월,0.00324673,43.7383
T2,29,온라인,0.00315242,42.4677
T2,30,직접,0.00314355,42.3482
T2,31,신곡,0.00314016,42.3025
T2,32,4월,0.0030442,41.0098
T2,33,소속,0.00298203,40.1723
T2,34,모바일,0.00297666,40.1000
T2,35,보도함,0.00290242,39.0999
T2,36,미국,0.00287537,38.7355
T2,37,매체,0.00283557,38.1994
T2,38,실황,0.00280753,37.8215
T2,39,음악,0.00278213,37.4794
T2,40,넥슨,0.00275397,37.1000
T2,41,빈지노,0.00273773,36.8813
T2,42,가수,0.00270633,36.4582
T2,43,2024년,0.0026802,36.1063
T2,44,담은,0.00267173,35.9921
T2,45,자신,0.00263066,35.4389
T2,46,2017년,0.00258087,34.7682
T2,47,박효신,0.00253863,34.1991
T2,48,극장,0.00253127,34.0999
T2,49,컬렉션,0.0024476,32.9728
T2,50,뮤직,0.0024226,32.6359
T3,1,일본,0.0272296,585.8792
T3,2,보도,0.0271262,583.6542
T3,3,공연,0.0253948,546.4020
T3,4,매체,0.0186521,401.3239
T3,5,기사,0.0131036,281.9417
T3,6,대만,0.0120885,260.0999
T3,7,콘서트,0.0116841,251.3977
T3,8,투어,0.00969121,208.5189
T3,9,소식,0.00922588,198.5067
T3,10,인도네시아,0.00889918,191.4774
T3,11,중국,0.00790316,170.0466
T3,12,단독,0.00769233,165.5104
T3,13,홍콩,0.00767325,165.1000
T3,14,팬들,0.00755328,162.5185
T3,15,2025년,0.00647284,139.2716
T3,16,라는,0.00605958,130.3796
T3,17,제목,0.00573901,123.4822
T3,18,com,0.00573048,123.2987
T3,19,자카르타,0.00534969,115.1054
T3,20,현지,0.00533636,114.8186
T3,21,관객,0.00530049,114.0469
T3,22,전했,0.00510717,109.8873
T3,23,도쿄,0.00479172,103.0999
T3,24,티켓,0.0047267,101.7010
T3,25,소개,0.00441805,95.0601
T3,26,한국,0.00412006,88.6484
T3,27,데뷔,0.00400229,86.1145
T3,28,멤버,0.00373506,80.3646
T3,29,해외,0.0036687,78.9369
T3,30,pop,0.00363585,78.2300
T3,31,월드투어,0.00344289,74.0782
T3,32,게재,0.00332374,71.5145
T3,33,팬미팅,0.00331526,71.3320
T3,34,타이베,0.00328694,70.7228
T3,35,페이지,0.00293742,63.2024
T3,36,2026년,0.00293021,63.0472
T3,37,무대,0.00289392,62.2665
T3,38,따르면,0.0028382,61.0675
T3,39,열린,0.00276856,59.5691
T3,40,3월,0.00269858,58.0634
T3,41,도시,0.00263966,56.7957
T3,42,아시아,0.00257234,55.3473
T3,43,개최,0.00256898,55.2750
T3,44,인터뷰,0.00256137,55.1113
T3,45,bts,0.00256056,55.0937
T3,46,오리콘,0.00255021,54.8712
T3,47,미국,0.0024882,53.5368
T3,48,오사카,0.0024679,53.1000
T3,49,ettoday,0.0024679,53.1000
T3,50,sina,0.00246789,53.0999
T4,1,콘서트,0.0336216,791.5636
T4,2,2026년,0.0179421,422.4176
T4,3,공연,0.0177638,418.2193
T4,4,데뷔,0.0176238,414.9226
T4,5,서울,0.0158005,371.9958
T4,6,2025년,0.0157708,371.2961
T4,7,단독,0.0124484,293.0769
T4,8,팬클럽,0.010899,256.5975
T4,9,9월,0.0106966,251.8333
T4,10,만에,0.0105177,247.6213
T4,11,매진,0.0102832,242.1000
T4,12,8월,0.00983534,231.5566
T4,13,티켓,0.00882875,207.8580
T4,14,전석,0.00811695,191.1000
T4,15,2024년,0.00803669,189.2103
T4,16,개최,0.00726846,171.1236
T4,17,투어,0.00720718,169.6811
T4,18,기부,0.00706204,166.2639
T4,19,5월,0.00647365,152.4112
T4,20,맞아,0.00632462,148.9025
T4,21,기념,0.00609763,143.5584
T4,22,월드투어,0.00594339,139.9271
T4,23,12월,0.00567361,133.5756
T4,24,진행,0.00546713,128.7144
T4,25,1월,0.00545096,128.3337
T4,26,10주년,0.00532609,125.3938
T4,27,오픈,0.00493133,116.1000
T4,28,열린,0.00482847,113.6781
T4,29,도시,0.00477436,112.4042
T4,30,활동,0.00477417,112.3999
T4,31,부산,0.00470387,110.7448
T4,32,공식,0.0043935,103.4375
T4,33,시작,0.00436508,102.7685
T4,34,2023년,0.00433036,101.9512
T4,35,11월,0.00428233,100.8202
T4,36,10월,0.00426555,100.4253
T4,37,완전체,0.00400197,94.2196
T4,38,지역,0.00391915,92.2698
T4,39,만의,0.00378034,89.0017
T4,40,전국투어,0.00369956,87.1000
T4,41,팬덤,0.00367071,86.4207
T4,42,20주년,0.00361528,85.1157
T4,43,무대,0.00359161,84.5584
T4,44,대구,0.00348719,82.1000
T4,45,팬미팅,0.00342026,80.5242
T4,46,기념해,0.00340224,80.0999
T4,47,팬들,0.00336556,79.2365
T4,48,la,0.00335981,79.1011
T4,49,7월,0.00330082,77.7122
T4,50,보도,0.00329715,77.6258
T5,1,출연,0.0219612,384.3234
T5,2,예능,0.0188627,330.1000
T5,3,무대,0.0180794,316.3914
T5,4,함께,0.0112078,196.1381
T5,5,출연해,0.0109288,191.2552
T5,6,2026년,0.010886,190.5066
T5,7,에서,0.00810464,141.8323
T5,8,mbc,0.00782517,136.9414
T5,9,방송,0.00752736,131.7298
T5,10,sbs,0.0073984,129.4729
T5,11,프로그램,0.00729284,127.6255
T5,12,축제,0.00669138,117.0999
T5,13,활동,0.00660858,115.6510
T5,14,kbs,0.00564318,98.7563
T5,15,화제,0.00531075,92.9387
T5,16,다수,0.00503224,88.0647
T5,17,음악,0.00490158,85.7783
T5,18,mc,0.00486282,85.0999
T5,19,5월,0.00425697,74.4974
T5,20,콘텐츠,0.00418406,73.2215
T5,21,가수,0.00410496,71.8373
T5,22,8월,0.00409454,71.6550
T5,23,멤버,0.00407246,71.2685
T5,24,트로트,0.00364513,63.7902
T5,25,kbs2,0.00363095,63.5420
T5,26,게스트,0.0036219,63.3837
T5,27,jtbc,0.00345144,60.4007
T5,28,대학축제,0.00337712,59.1000
T5,29,유튜브,0.00336743,58.9304
T5,30,ng,0.00320569,56.1000
T5,31,9월,0.00315206,55.1614
T5,32,보도,0.00303225,53.0648
T5,33,2025년,0.00291541,51.0200
T5,34,라이브,0.00289473,50.6581
T5,35,방송된,0.00286283,50.1000
T5,36,라디오,0.00286283,50.0999
T5,37,반응,0.00285472,49.9580
T5,38,대학,0.00274855,48.1000
T5,39,2024년,0.00271901,47.5830
T5,40,현장,0.00269118,47.0960
T5,41,mnet,0.00263064,46.0365
T5,42,리얼리티,0.00262645,45.9631
T5,43,전했,0.00261585,45.7776
T5,44,이라,0.00251315,43.9805
T5,45,특집,0.00249473,43.6581
T5,46,평가,0.00248309,43.4543
T5,47,공개,0.00246425,43.1246
T5,48,관객들,0.0023134,40.4848
T5,49,이효리,0.00231114,40.4452
T5,50,명곡,0.00229141,40.1000
T6,1,기록,0.0299893,566.8776
T6,2,1위,0.0287843,544.0999
T6,3,발매,0.0217341,410.8315
T6,4,앨범,0.0211068,398.9753
T6,5,차트,0.0164051,310.1000
T6,6,데뷔,0.0140578,265.7291
T6,7,빌보드,0.0123316,233.0999
T6,8,최초,0.011994,226.7181
T6,9,k팝,0.010808,204.3009
T6,10,판매,0.00999105,188.8574
T6,11,판매량,0.00979227,185.1000
T6,12,그룹,0.0094682,178.9742
T6,13,싱글,0.00941761,178.0179
T6,14,음반,0.00903134,170.7164
T6,15,만에,0.00863485,163.2217
T6,16,이상,0.00848653,160.4181
T6,17,누적,0.00830225,156.9346
T6,18,기준,0.00767456,145.0697
T6,19,최고,0.00733406,138.6333
T6,20,올랐,0.00720559,136.2048
T6,21,정규,0.00656521,124.0999
T6,22,세웠,0.0063007,119.1000
T6,23,아티스트,0.00613676,116.0011
T6,24,한국,0.00609687,115.2471
T6,25,스트리밍,0.00608641,115.0493
T6,26,멜론,0.00598328,113.1000
T6,27,연속,0.00592041,111.9115
T6,28,초동,0.00582457,110.1000
T6,29,역대,0.00511931,96.7686
T6,30,2026년,0.00504345,95.3347
T6,31,걸그룹,0.00499683,94.4534
T6,32,조회수,0.00473329,89.4718
T6,33,돌파,0.00468482,88.5556
T6,34,유튜브,0.00457638,86.5058
T6,35,타이틀곡,0.00457104,86.4048
T6,36,미니앨범,0.00455491,86.0999
T6,37,ep,0.00447364,84.5637
T6,38,진입,0.0043962,83.1000
T6,39,장을,0.0042904,81.1000
T6,40,최다,0.0042904,81.1000
T6,41,솔로,0.004239,80.1284
T6,42,오리콘,0.00387928,73.3288
T6,43,회를,0.00381427,72.0999
T6,44,차지,0.00372899,70.4878
T6,45,음악방송,0.00371199,70.1666
T6,46,뮤직비디오,0.00370086,69.9561
T6,47,미니,0.00366152,69.2124
T6,48,2위,0.00364342,68.8704
T6,49,디지털,0.00361635,68.3587
T6,50,번째,0.00351198,66.3859
T7,1,브랜드,0.0369903,662.1000
T7,2,광고,0.0294528,527.1847
T7,3,모델,0.0267664,479.1000
T7,4,앰버서더,0.017213,308.1000
T7,5,발탁,0.0159839,286.1000
T7,6,캠페인,0.0142042,254.2455
T7,7,글로벌,0.0129864,232.4479
T7,8,활동,0.0115126,206.0677
T7,9,홍보대사,0.00994816,178.0652
T7,10,2024년,0.00930298,166.5170
T7,11,2026년,0.00917228,164.1775
T7,12,2025년,0.0084544,151.3280
T7,13,위촉,0.00702293,125.7056
T7,14,출연,0.00618049,110.6264
T7,15,2023년,0.00577952,103.4494
T7,16,공개,0.00561906,100.5774
T7,17,홍보,0.00535751,95.8957
T7,18,8월,0.0049494,88.5907
T7,19,계약,0.0044901,80.3697
T7,20,공식,0.00445884,79.8101
T7,21,2022년,0.00433313,77.5600
T7,22,멤버,0.00418914,74.9827
T7,23,4월,0.00416464,74.5442
T7,24,발탁해,0.00391635,70.1000
T7,25,광고모델,0.00380462,68.1000
T7,26,진행,0.00371942,66.5750
T7,27,보도,0.00364553,65.2524
T7,28,9월,0.00351758,62.9623
T7,29,화보,0.00344651,61.6902
T7,30,영상,0.00331149,59.2734
T7,31,패션,0.00324593,58.0999
T7,32,2020년,0.00321697,57.5816
T7,33,nct,0.00316892,56.7216
T7,34,뷰티,0.0031342,56.1000
T7,35,가수,0.00312826,55.9936
T7,36,협업,0.00312054,55.8555
T7,37,밝혔,0.00310784,55.6282
T7,38,함께,0.00296371,53.0483
T7,39,2021년,0.0029151,52.1783
T7,40,3월,0.00290436,51.9861
T7,41,신규,0.00283487,50.7422
T7,42,이효리,0.00281076,50.3106
T7,43,7월,0.00279215,49.9776
T7,44,매출,0.00262802,47.0398
T7,45,6월,0.00260895,46.6984
T7,46,참여,0.00260445,46.6178
T7,47,최초,0.00249755,44.7044
T7,48,사례,0.00249432,44.6466
T7,49,선정,0.00244406,43.7469
T7,50,서비스,0.0024301,43.4971
T8,1,fan,0.0160395,287.0999
T8,2,tour,0.0157297,281.5551
T8,3,concert,0.013302,238.0999
T8,4,japan,0.0127393,228.0293
T8,5,sold,0.0117936,211.1000
T8,6,album,0.0102293,183.1000
T8,7,million,0.0101734,182.1000
T8,8,group,0.0096706,173.1000
T8,9,music,0.00946634,169.4437
T8,10,official,0.0089071,159.4335
T8,11,world,0.00862915,154.4584
T8,12,chart,0.00821806,147.1000
T8,13,debut,0.00799459,143.1000
T8,14,korea,0.00755904,135.3039
T8,15,pop,0.00741613,132.7458
T8,16,copies,0.00682138,122.1000
T8,17,korean,0.00637444,114.1000
T8,18,oricon,0.00631857,113.1000
T8,19,seoul,0.00626669,112.1713
T8,20,japanese,0.00587164,105.1000
T8,21,brand,0.00587164,105.1000
T8,22,club,0.00583725,104.4844
T8,23,awards,0.00576349,103.1642
T8,24,billboard,0.00520123,93.0999
T8,25,fans,0.00520123,93.0999
T8,26,tws,0.00503363,90.1000
T8,27,anniversary,0.00486603,87.1000
T8,28,best,0.00474717,84.9725
T8,29,won,0.00464256,83.1000
T8,30,global,0.00464256,83.0999
T8,31,ambassador,0.00449725,80.4991
T8,32,artist,0.00430736,77.1000
T8,33,news,0.00427539,76.5278
T8,34,show,0.00408743,73.1633
T8,35,solo,0.00402802,72.1000
T8,36,top,0.00386042,69.0999
T8,37,single,0.00385935,69.0809
T8,38,asia,0.0038156,68.2977
T8,39,year,0.00380455,68.1000
T8,40,entertainment,0.00361083,64.6325
T8,41,song,0.00357258,63.9478
T8,42,years,0.00352522,63.1000
T8,43,release,0.00335762,60.1000
T8,44,shows,0.00319001,57.1000
T8,45,sales,0.00319001,57.1000
T8,46,albums,0.00302241,54.1000
T8,47,day,0.00297211,53.1997
T8,48,april,0.00296654,53.1000
T8,49,named,0.00296654,53.1000
T8,50,held,0.00291068,52.1000
T9,1,보도,0.0303257,445.2966
T9,2,공식,0.0258197,379.1324
T9,3,태국,0.0190754,280.0999
T9,4,매체,0.016806,246.7767
T9,5,팬들,0.0166418,244.3660
T9,6,팬클럽,0.0110055,161.6024
T9,7,팬덤,0.0102835,151.0010
T9,8,필리핀,0.00920059,135.0999
T9,9,브라질,0.00887042,130.2517
T9,10,콘서트,0.00861758,126.5390
T9,11,베트남,0.00783855,115.0999
T9,12,현지,0.00513803,75.4459
T9,13,멤버,0.0049033,71.9991
T9,14,마닐라,0.00473787,69.5701
T9,15,방콕,0.00470513,69.0893
T9,16,티켓,0.0046133,67.7409
T9,17,k팝,0.00452873,66.4990
T9,18,전했,0.00432091,63.4476
T9,19,소식,0.00415811,61.0570
T9,20,멕시코,0.00400405,58.7948
T9,21,kids,0.00382052,56.0999
T9,22,stray,0.00368432,54.0999
T9,23,월드투어,0.00362948,53.2946
T9,24,팬덤명,0.00359721,52.8207
T9,25,커뮤니티,0.00356274,52.3147
T9,26,donated,0.00354812,52.1000
T9,27,bts,0.00352981,51.8312
T9,28,na,0.00338619,49.7223
T9,29,소속사,0.00336681,49.4377
T9,30,모집,0.00334381,49.0999
T9,31,그룹,0.00332163,48.7742
T9,32,소개,0.00313737,46.0685
T9,33,라는,0.00296657,43.5606
T9,34,스페인,0.00293672,43.1222
T9,35,팬클럽명,0.00292013,42.8787
T9,36,아이들,0.00285961,41.9901
T9,37,여자,0.00276184,40.5544
T9,38,기사,0.00273629,40.1793
T9,39,발표,0.00273474,40.1564
T9,40,인터뷰,0.00267544,39.2857
T9,41,안내,0.00259469,38.0999
T9,42,으로,0.00257303,37.7819
T9,43,방문,0.00253453,37.2166
T9,44,com,0.00250708,36.8135
T9,45,ikon,0.00249128,36.5815
T9,46,공연,0.00240168,35.2658
T9,47,컴백,0.00232142,34.0873
T9,48,리사,0.00223784,32.8600
T9,49,보여준,0.0021956,32.2398
T9,50,활동,0.002172,31.8933
