fandom,bullet_type,idx,text_sha1,added_bin,bin_lower_round,bin_upper_round,bin_source
이영지,spillover,51,67e748daec37,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,52,eda186809cf2,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,53,2001628d697d,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,54,134a0f614751,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,55,0bc01c48af59,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,56,356db5fb6706,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,57,df6da000f934,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,58,9deb1f2be50e,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,59,bc5db95fcd80,r23∼r39,23,39,동결 근사 복원본
이영지,spillover,60,db139d964fda,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,61,7ba147350f50,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,62,b438a2ebe33e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,63,73f00324bd8e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,64,c51a3dbf4eef,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,65,0075e0471338,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,66,7a244633568d,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
이영지,spillover,67,1ade51d8406c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,0,6e4c127a8375,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,1,9f5d6b30cf5f,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,2,caac4d5cb72e,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,3,15eae034da61,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,4,cf76416b333b,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,5,0e1c5efe81ac,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,6,97da318ac72b,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,7,1200586a944f,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,8,df9322a5e85f,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,9,29d47327941e,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,10,6f38c33b01c5,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,11,3f65bd4da6d4,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,12,dd3bda9db003,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,13,f1511b6fd242,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,14,d1da52ba6724,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,15,42e1942ddc9e,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,16,269a41df94fb,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,17,841b16011eb2,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,18,44a42888ef49,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,19,5599a105f053,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,20,f394aefbfc5a,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,21,9301ae218d72,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,22,a42e8ef0540b,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,23,1c5e05d11302,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,24,029caca668eb,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,25,d594388c8f3a,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,26,3e8bc5bc1a8a,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,27,261665898e71,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,28,2839e1b23fb2,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,29,bc559d644881,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,30,3b7108e3a209,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,31,e9e7fb71ee43,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),loyalty,32,ada2915cea84,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),loyalty,33,ad8feab236e3,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),loyalty,34,d184d691fea4,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),loyalty,35,4582aaf7ff76,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,36,d542450c3bad,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,37,24e87bef4d6e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,38,950c791e82f9,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,39,60bef13a94b1,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,40,74ad02de7f88,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,41,9b33d056e7ef,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,42,e1f89c9f23d8,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,43,85dbf3de8714,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,44,4ff7b5b0f542,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,45,fbe495c19bb6,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),loyalty,46,c00759678f2a,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,0,11f709d32599,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,1,cf602958cf2a,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,2,7ba1b960c09c,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,3,7e987e5bf5f3,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,4,43246c5a492a,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,5,50cf960d45b7,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,6,e6d0986d4609,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,7,df89601dd575,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,8,2918c9233dc6,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,9,4bfc2bb4fbb9,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,10,4e64e86e6b51,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,11,e15c7e0833d0,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,12,8a50ac20ded8,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,13,ac29605b0b00,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,14,bce699d7da11,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,15,e3e39099f241,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,16,2cb9ad4935b5,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,17,6d5a2e83fd4e,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,18,ff4b2ac5fa34,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,19,0b6d4c253335,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,20,8716961a5d56,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,21,3908283ce793,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,22,40b9da4ae17b,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,23,e076bc6e659b,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,24,507a4e685b21,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,25,1ab0a8ddfdaf,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,26,c5097f27eee5,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,27,e020aeb1c73a,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,28,9ee16847826f,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,29,697e650ecc5e,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,30,ec54490bf0d7,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,31,a608c1e8c9db,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,32,3dc13ef1a010,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,33,bbaf948accd5,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,34,1ffdd56ef33f,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,35,2e230e6bcb14,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,36,7fce3c6a4891,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,37,f5b277a88d25,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,38,84afd84d40bb,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,39,e6fd567b00f0,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,40,e137586a95a0,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,41,169394b0fbde,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,42,2c1e2483249d,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,43,0607cfbe1748,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,44,561700d717a9,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,45,6f122ad569be,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,46,37e70ac05a12,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,47,0d2cfe6b0942,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,48,30ac1d43e672,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,49,e1ec9c5bcf37,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,50,b31d33deb0cd,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,51,79fa6fbbe278,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,52,076734172a1d,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,53,c9ef666bc770,≤r13,1,13,r13 스냅샷
지드래곤 (G-Dragon),spillover,54,5e24ef9f6768,r14∼r22,14,22,r22 백업
지드래곤 (G-Dragon),spillover,55,0f55f48def9e,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,56,f298df3368f8,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,57,84b042ac08c6,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,58,81a3beb1fb70,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,59,df20b0f5f2e4,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,60,6fb4dc4997fb,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,61,a0f436aaf31b,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,62,d17eb382c14d,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,63,8b8bc90d1d71,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,64,683f76d2f4aa,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,65,88f454faa6b6,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,66,531467677467,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,67,0b2191ad539c,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,68,dab084c8ae5f,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,69,c1298ff3cfeb,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,70,41e4c13d965f,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,71,b97c6bcb6427,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,72,94901c505126,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,73,05275d83c6a7,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,74,698c4df7b16a,r23∼r39,23,39,동결 근사 복원본
지드래곤 (G-Dragon),spillover,75,b3ada5fdf50d,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,76,a00c90ecd88c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,77,11f368fb0611,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,78,0fa00db86c30,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,79,0cee3a1f7b81,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,80,7992ed20e586,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,81,d66329d701ea,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,82,407f06a6d981,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,83,a23a46ce12fb,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,84,263fb85a505c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지드래곤 (G-Dragon),spillover,85,f4461fdc0ce0,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지코,loyalty,0,67a3d3cd5777,≤r13,1,13,r13 스냅샷
지코,loyalty,1,6528f8503483,≤r13,1,13,r13 스냅샷
지코,loyalty,2,2024721af2af,≤r13,1,13,r13 스냅샷
지코,loyalty,3,ed1def2cfc05,≤r13,1,13,r13 스냅샷
지코,loyalty,4,4f64839da172,≤r13,1,13,r13 스냅샷
지코,loyalty,5,0a46614b23b8,≤r13,1,13,r13 스냅샷
지코,loyalty,6,37fd5a7cd4e9,≤r13,1,13,r13 스냅샷
지코,loyalty,7,4a45b5f7557c,≤r13,1,13,r13 스냅샷
지코,loyalty,8,61a46220d6be,≤r13,1,13,r13 스냅샷
지코,loyalty,9,261a0175e91d,≤r13,1,13,r13 스냅샷
지코,loyalty,10,edb991b2f9a4,≤r13,1,13,r13 스냅샷
지코,loyalty,11,002de7df199b,≤r13,1,13,r13 스냅샷
지코,loyalty,12,2f2da1ed1295,≤r13,1,13,r13 스냅샷
지코,loyalty,13,2cf050cf0e85,≤r13,1,13,r13 스냅샷
지코,loyalty,14,0af6a134c1c2,≤r13,1,13,r13 스냅샷
지코,loyalty,15,5106c7da5103,r14∼r22,14,22,r22 백업
지코,loyalty,16,6bdc298e7a89,r14∼r22,14,22,r22 백업
지코,loyalty,17,bb57341e1c0f,r14∼r22,14,22,r22 백업
지코,loyalty,18,9180fe8e06d2,r14∼r22,14,22,r22 백업
지코,loyalty,19,991f19e4b43b,r14∼r22,14,22,r22 백업
지코,loyalty,20,f86570f0ef96,r14∼r22,14,22,r22 백업
지코,loyalty,21,ca8964c9ed66,r14∼r22,14,22,r22 백업
지코,loyalty,22,823867ddba2c,r23∼r39,23,39,동결 근사 복원본
지코,loyalty,23,efb31373c9b1,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지코,loyalty,24,782f72e1e8e8,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지코,loyalty,25,a4d4dcfe308c,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지코,loyalty,26,deb5712f3c98,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지코,loyalty,27,7e064bd80e0e,r41∼r72,41,72,라이브 코퍼스(스냅샷 이후)
지코,spillover,0,ba352856d849,≤r13,1,13,r13 스냅샷
지코,spillover,1,399b724c3808,≤r13,1,13,r13 스냅샷
지코,spillover,2,af2930830610,≤r13,1,13,r13 스냅샷
지코,spillover,3,ab62468924d8,≤r13,1,13,r13 스냅샷
지코,spillover,4,df32dbf11874,≤r13,1,13,r13 스냅샷
지코,spillover,5,c4f9e3f0b377,≤r13,1,13,r13 스냅샷
지코,spillover,6,ace4c2961412,≤r13,1,13,r13 스냅샷
지코,spillover,7,f951738973e1,≤r13,1,13,r13 스냅샷
지코,spillover,8,b46fabef3dc1,≤r13,1,13,r13 스냅샷
지코,spillover,9,54f7f515dcae,≤r13,1,13,r13 스냅샷
지코,spillover,10,70541f9f6d1d,≤r13,1,13,r13 스냅샷
지코,spillover,11,33832a825c12,≤r13,1,13,r13 스냅샷
지코,spillover,12,751231546c29,≤r13,1,13,r13 스냅샷
지코,spillover,13,06a4c69a7725,≤r13,1,13,r13 스냅샷
지코,spillover,14,b74f06fd9767,≤r13,1,13,r13 스냅샷
지코,spillover,15,1d3667ec5226,≤r13,1,13,r13 스냅샷
지코,spillover,16,d258311a3814,≤r13,1,13,r13 스냅샷
지코,spillover,17,b2632a6e2e18,≤r13,1,13,r13 스냅샷
지코,spillover,18,fcf21194ffc4,≤r13,1,13,r13 스냅샷
지코,spillover,19,260f41709718,≤r13,1,13,r13 스냅샷
지코,spillover,20,d79b2357e159,≤r13,1,13,r13 스냅샷
지코,spillover,21,577ec179a0ff,≤r13,1,13,r13 스냅샷
지코,spillover,22,b48524351949,≤r13,1,13,r13 스냅샷
지코,spillover,23,3e3fc879e9be,≤r13,1,13,r13 스냅샷
지코,spillover,24,d113a491daf1,≤r13,1,13,r13 스냅샷
지코,spillover,25,95ba08b9c4e4,≤r13,1,13,r13 스냅샷
지코,spillover,26,ae33fd97d822,≤r13,1,13,r13 스냅샷
지코,spillover,27,ecd39f895795,≤r13,1,13,r13 스냅샷
지코,spillover,28,d0bf8f46b716,≤r13,1,13,r13 스냅샷
지코,spillover,29,b25f55ea9843,≤r13,1,13,r13 스냅샷
지코,spillover,30,b5ba7421a5e7,≤r13,1,13,r13 스냅샷
지코,spillover,31,aabd6b70b547,≤r13,1,13,r13 스냅샷
지코,spillover,32,a309515b1581,≤r13,1,13,r13 스냅샷
지코,spillover,33,4e889bcc240c,≤r13,1,13,r13 스냅샷
지코,spillover,34,b8ec9e0120b3,≤r13,1,13,r13 스냅샷
지코,spillover,35,2c060a214b10,≤r13,1,13,r13 스냅샷
지코,spillover,36,cb8c50caf7ce,≤r13,1,13,r13 스냅샷
지코,spillover,37,e231419c7596,≤r13,1,13,r13 스냅샷
지코,spillover,38,c113207c97ec,≤r13,1,13,r13 스냅샷
지코,spillover,39,155aa6dcf638,≤r13,1,13,r13 스냅샷
지코,spillover,40,f6d75c086d68,≤r13,1,13,r13 스냅샷
지코,spillover,41,664491bde4c5,≤r13,1,13,r13 스냅샷
지코,spillover,42,6a0e3bc79620,r14∼r22,14,22,r22 백업
지코,spillover,43,af93e1e0bedf,r14∼r22,14,22,r22 백업
지코,spillover,44,d242b85b7030,r14∼r22,14,22,r22 백업
지코,spillover,45,4e1d8e58e38e,r23∼r39,23,39,동결 근사 복원본
지코,spillover,46,a60f7684eac4,r23∼r39,23,39,동결 근사 복원본
지코,spillover,47,cda7e485e9fe,r23∼r39,23,39,동결 근사 복원본
지코,spillover,48,6aa5cb879ffb,r23∼r39,23,39,동결 근사 복원본
지코,spillover,49,6288a212aa11,r23∼r39,23,39,동결 근사 복원본
지코,spillover,50,6dcebd3c1c49,r23∼r39,23,39,동결 근사 복원본
지코,spillover,51,9c1ebd0f6bfe,r23∼r39,23,39,동결 근사 복원본
지코,spillover,52,600b76c20b19,r23∼r39,23,39,동결 근사 복원본
