index,fandom,bullet_type,idx,text,hint_terms_found,"검수(Y=해당 지표에 잡혔어야 함, N=아님)",사유·놓친 표현,검수자
media,백지영,spillover,25,백지영은 2013년 5월 일본에서 첫 단독 콘서트를 매진시켰다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,동방신기,loyalty,12,"TVXQ held ""2023 TVXQ CONCERT '20&2'"" (Dec. 30-31, 2023) marking 20 years since debut and their first concert in ~4 years 9 months; fandom Cassiopeia described as ""800,000-strong"".",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,Stray Kids,spillover,5,2026년 5월 기준 한국·일본 앨범 합산 누적 판매량이 4천만 장을 넘어섰다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,케이윌,spillover,8,"Set a record of five consecutive wins on Immortal Songs 2 before departing in January 2012, and appeared as a ""Master"" on the singing-competition show Tomorrow's National Singer (August 2021)",,Y,Immortal Songs 2 / singing-competition show (영문 예능),"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,보아,loyalty,8,"BoA established a new fan club ""Jumping BoA 1기"" after leaving SM Entertainment in 2026 and founding her own agency BApal Entertainment; recruitment ran from the 1st to the 17th (2026), as the first artist on fandom platform PLEDGE by day1dream",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,STAYC,spillover,38,넥슨이 온라인 액션 RPG '엘소드(Elsword)'의 공식 홍보 모델로 걸그룹 STAYC를 발탁하고 신곡 'Bubble' 콘셉트의 협업 콘텐츠를 선보였다(2023년 8월 17일).,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,(여자)아이들,spillover,62,"홍콩 HK01은 (여자)아이들의 곡 ""Wife""에 대해 ""含大量性暗示「歌詞中文意思曝光」直逼19禁""라는 제목으로 가사 중문 번역과 함께 선정성 논란을 보도했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,나훈아,loyalty,19,"His 2024 ""고마웠습니다 - 라스트 콘서트"" (farewell tour) sold out virtually instantly, triggering a wave of scalping activity.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,박재범,spillover,1,원소주 팝업스토어는 열릴 때마다 전량 매진되는 등 오프라인 유통에서도 화제를 모았다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,SEVENTEEN,spillover,52,"세븐틴이 2015년 SBS '런닝맨', 2019년 JTBC '아는 형님'에 출연했다.",,Y,"SBS '런닝맨', JTBC '아는 형님' 출연","모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,BABYMONSTER,spillover,47,"튀르키예 방송사 TGRT Haber는 BABYMONSTER를 'YENİ BLACKPINK(새로운 블랙핑크)'로 소개하며 멤버 국적과 나이, 데뷔곡 'Batter Up' 발매 소식을 전했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,아이유,spillover,54,"구찌(GUCCI)가 2022년 아이유를 글로벌 앰버서더로 발탁한 데 이어, 2024년 2월 마리끌레르 코리아와 함께한 '비욘드 장르(Beyond Genre)' 화보를 통해 2024년에도 구찌 캠페인 모델 활동을 이어갔다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,BTS,loyalty,27,BARKS가 BTS의 뉴욕 그랜드 센트럴역 'ON' 깜짝 무대 소식을 팬 반응과 함께 보도했다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,최예나,spillover,31,"최예나, 신곡 제목 'Hate Rodrigo'가 올리비아 로드리고 겨냥한 것 아니냐는 논란",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,GOT7,spillover,18,"잭슨 왕의 첫 정규앨범 'Mirrors'(2019)는 빌보드 인디펜던트 앨범 차트 1위, 빌보드 200 32위에 오르며 중국 국적 아티스트의 정규앨범으로는 역대 최고 빌보드 200 진입 기록을 세웠다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,CORTIS,loyalty,43,"일본 문화 매체 SPUR(일본어)는 CORTIS의 첫 단독 일본 투어 마지막 공연(2026년 9월 4~6일, 요코하마 피아 아레나 MM)에서 투어명 'PUT YOUR PHONE DOWN'의 취지대로 팬들이 휴대폰을 내려놓고 공식 앱 'PYPD'로 점프 횟수를 기록하며 열광했고, 최연소 멤버 곤호가 '2~4층 관객까지 다 보이고 목소리가 들렸다'고 소감을 밝혔으며 미공개곡 'NANI'를 깜짝 공개했다고 보도했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,아이유,spillover,41,우리은행이 퇴직연금 갈아타기 캠페인 광고에 아이유를 출연시켜 공개했다(2024년 10월).,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,Zion.T,spillover,20,Zion.T의 '꺼내 먹어요'는 공개와 함께 여러 음원차트에서 1위를 차지했으며 멜론 연간차트 3위에 올랐다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,Stray Kids,loyalty,36,Main vokalnya STAY dari seluruh dunia. Luar biasa bagus sekali.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,지코,spillover,70,WebFetch로 직접 열람해 아랍어 본문임을 확인함. 아랍어 백과사전 '아라비카(3rabica.org)'에 지코가 1992년 9월 14일생 한국 음반 프로듀서 겸 작곡가 겸 가수라는 사실이 아랍어로 기재되어 있다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,임영웅,spillover,26,"임영웅의 2026년 전국투어 '아임 히어로'가 인천·대구·서울·광주·대전·부산 등 7개 지역 24회 공연에서 총 25만 2천 명을 동원하며 전 회차 전석 매진, 평균 티켓가 기준 400억 원 이상의 티켓 매출을 기록함",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,임영웅,loyalty,54,임영웅 팬클럽 '영웅시대 with Hero 경기3지부'는 지역 단위로 따뜻한 기부 활동을 진행했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,조용필,loyalty,20,"2021년 화성시에서 '문화공작소·화성 협동조합'이 창립돼 조용필 기념공간 조성, 도로명 지정, 음악관 건립 등이 중장기 계획으로 추진되고 있다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,BTS,spillover,8,BTS는 한국 대중음악 최초로 그래미 어워드 후보에 오르며 K팝의 서구 시상식 진입 흐름을 이끌었다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,EXO,spillover,1,세훈은 2026년 7월 디올(Dior)의 방콕 시암 파라곤 부티크 오프닝 행사에 참석해 디올 룩을 선보이며 '디올의 남자'로 소개됐다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,NewJeans,spillover,65,"뉴진스가 2024년 5월 데뷔 후 최다인 7개 대학 축제 무대에 올라 '뜨거운 호응'을 얻었으며, 신곡 발매 시점에 맞춘 출연으로 대중적 친근감을 높였다는 평가를 받았다. 뉴진스는 해당 출연료 전액을 기부해 화제를 더했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,임영웅,spillover,21,"15 of his songs simultaneously entered Billboard Korea's ""Hot 100"" main chart in the week of April 2, 2026, marking 19 consecutive weeks of chart entries",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,마마무,spillover,55,"KPOPNA가 마마무를 Rainbow Bridge World(현 WA엔터테인먼트) 산하 2014년 6월 18일 데뷔 4인조로, 멤버(솔라·문별·휘인·화사)의 리더·포지션 정보를 아랍어로 기술함(WebFetch로 확인).",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,소녀시대,spillover,36,"소녀시대는 미국 데뷔 싱글 'The Boys' 프로모션을 위해 2012년 1월 31일 CBS '데이빗 레터맨의 레이트 쇼(Late Show with David Letterman)'에, 2월 1일에는 'Live! with Kelly'에 출연했다. 'The Boys'는 2012년 1월 17일 미국에서 물리 음반으로 발매되며 소녀시대의 미국 내 첫 정식 음반 발매가 되었다.",,Y,"CBS Late Show, Live! with Kelly 출연(미국 TV)","모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,프로미스나인,spillover,42,"마리끌레르 코리아가 프로미스나인 이채영, 이나경의 화보와 인터뷰를 게재하며 정규 2집 'Glow ME' 활동, 첫 해외투어, 음악방송 1위, 앙코르 콘서트 등 최근 성과를 조명했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,BLACKPINK,loyalty,53,"홍콩 HK01은 블랙핑크 홍콩 카이탁(啟德) 콘서트 종료 당시 멤버들이 눈물을 흘리며 서로 껴안은 장면을 ""巡演落幕成員淚灑互相緊抱""라는 제목으로 현장 보도했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,빈지노,spillover,49,언더그라운드 출신 래퍼 빈지노가 소속된 1LLIONAIRE RECORDS와 2012년 발표한 데뷔 앨범 '24:26' 수록곡 'Aqua Man'을 프랑스 한국문화 블로그가 소개했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,성시경,spillover,4,"5월에 지인의 결혼식 축가 콘서트 관련 일정을 예고하며 팬들의 지지를 요청, 개인적 이벤트에까지 팬덤을 동원할 수 있는 파급력을 보였다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,조용필,spillover,30,"조용필은 일본 싱글 '미오 미오 미오'(1982)로 오리콘 차트 29위·26만 장 판매를, '생각지도 않았는데(Lost in Thoughts)'(1986)로는 오리콘 13위를 기록했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,BLACKPINK,spillover,45,도쿄돔 공연을 포함한 'Deadline World Tour' 2026 일정이 별도로 안내되는 등 해외 대형 공연장 단위로 화제성이 이어지고 있음,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,RIIZE,spillover,49,경제매체 Exame이 'RIIZE의 롤라팔루자 출연은 K팝의 브라질 페스티벌 최초 대규모 진출'이라 평가,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,지드래곤 (G-Dragon),spillover,7,APEC 홍보대사 관련 홍보 영상이 2025년 10월 27일 기준 조회수 1700만 회를 돌파했다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,권은비,spillover,44,권은비가 글로벌 아이웨어 브랜드 '볼론(BOLON)'의 브랜드 앰버서더로 선정돼 'Modern Essentialism' 캠페인에 참여했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,카더가든,spillover,28,카더가든이 인천 인하대학교 축제 무대에 올라 신곡 '나무'를 학생들과 함께 부르며 화제가 되었다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,SEVENTEEN,loyalty,64,브라질 공연 티켓 예매가 UCI를 통해 시작된다고 현지 매체 Zukka Brasil이 보도,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,ATEEZ,spillover,66,"IOL(Cape Argus)이 스포티파이 데이터를 인용해, 남아공이 1위를 차지한 사하라 이남 아프리카 K-pop 스트리밍 시장에서 에이티즈(Ateez)가 아티스트 순위 8위에 올랐다고 보도했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,DAY6,spillover,11,"인도네시아 매체 Kompas.com은 같은 사태에서 소속사 JYP가 팬들에게 공식 사과했다고 보도해, 현지 팬덤의 대규모 반발이 국제 기획사의 대응을 이끌어낸 사례를 보여줬다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,NewJeans,spillover,70,"같은 앨범 수록곡 'Super Shy'(48위), 'ETA'(81위), 'Cool With You'(93위)가 빌보드 핫100에 동시 진입해, 한 앨범으로 3곡을 핫100에 올린 최초의 K팝 걸그룹이 됐다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,HOT,spillover,35,H.O.T. 멤버 토니안은 데뷔 30주년을 기념해 무료 팬미팅을 성황리에 개최했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,DAY6,spillover,31,"DAY6 멤버 성진은 2013년 JTBC '히든싱어2'에 출연했고, 그룹은 2016년 3월 24일 V LIVE 채널을 개설해 합주실 라이브 생중계 등 자체 영상 콘텐츠를 시작했다.",,Y,"JTBC '히든싱어2' 출연, V LIVE 채널","모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,악동뮤지션,spillover,4,"2026년 신보 'FLOWERING'의 타이틀곡이 국내 주요 음원차트 1위에 올랐고, 서로 다른 곡 6곡이 멜론 데일리차트 1위(그중 한 곡은 53일 연속 포함 총 60일 1위)를 기록해 신곡 발매마다 즉각적인 화제성으로 이어짐을 보여준다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,임영웅,spillover,6,"삼다수 발탁 한 달 만에 하나은행 모델로도 손흥민을 대체하며 여러 기업이 그의 광고모델 자리를 두고 경쟁하는 양상을 보였고, 이는 2026년 3~7월 스타뉴스 광고모델 브랜드평판 순위에서도 지속적으로 1위를 차지하는 것으로 이어졌다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,SEVENTEEN,loyalty,29,"준(Jun), iTravel Shenzhen(深圳文旅) 관광대사로 발탁, 고향 선전(深圳) 홍보(2024.2)",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,엄정화,loyalty,15,"고려대학교 입실렌티 2023에서 엄정화가 '무대에 올라갔는데 온통 빨갛고 애들이 꽉 찼더라, 갑자기 없던 기운이 확 생겼다'며 관객들의 떼창에 울컥했다고 밝혔다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,카더가든,loyalty,15,2026년 단독공연 'BLUE HEART' 개최,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,RIIZE,spillover,21,"RIIZE entered the US Mediabase Top 40 radio chart with ""Do Your Dance""",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,NewJeans,loyalty,7,'Get Up' EP가 발매 첫 주 165만 장 판매되었다(2023년 7월).,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,(여자)아이들,spillover,24,"(여자)아이들은 데뷔 후 활동 20일 만에 음악방송 1위, 음원차트 상위권, 신인상 7관왕을 차지했으며 4연속 멜론 일간/주간 차트 1위를 기록했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,투어스(TWS),spillover,49,"IDN Times reported Jakarta ranks among the 'Top Cities with the most TWS listeners' on streaming platforms, despite the Indonesian capital being left off the group's 2026 tour route.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,최예나,loyalty,6,팬클럽명은 YENA_OFFICIAL 공식 계정을 통해 정식 발표된 바 있음,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,NCT,loyalty,14,NCT 드림이 2016년 8월 24일 '졸업' 콘셉트로 데뷔한 뒤 2020년 7인 고정 체제로 전환하며 팬덤 구조를 재편했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,아이유,spillover,38,튀르키예어 위키백과에 가수 아이유를 다룬 'IU (şarkıcı)' 항목이 개설되어 있으며 그녀가 작사한 곡 목록까지 별도로 정리되어 있다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,레드벨벳,loyalty,29,레드벨벳이 자카르타 팬콘서트를 위해 출국하는 모습을 담은 기사.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,이문세,loyalty,16,"이문세의 '씨어터 이문세 시즌4' 전국투어(22개 도시, 59회 공연)는 누적 관객 약 9만8천 명을, 이어진 아레나 투어 'The Best'는 누적 약 4만 명을 동원해 두 투어 합계 약 14만 명이 관람하며 '퍼펙트 매진 행진'을 이어갔다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,송가인,spillover,45,송가인은 2025년 9월 노래방(코인노래방) 기기 제조사 금영엔터테인먼트의 광고 모델로 발탁되었다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,빅뱅,loyalty,28,빅뱅 태양은 2020년 2월 청각장애 아동·청소년을 위해 6000만원을 기부했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,성시경,spillover,34,성시경이 운영하는 막걸리 브랜드 '경탁주'가 2025년 3월 상시판매 첫날 기존 생산량 대비 두 배 이상 늘린 물량을 준비했음에도 오픈과 동시에 주문이 몰려 전량 소진됐다고 한국경제가 보도했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,GOT7,spillover,57,잭슨 왕이 2025년 7월 발매한 세 번째 정규앨범 'MAGIC MAN 2'로 빌보드 200 차트 13위에 데뷔해 중국 국적 아티스트 역대 최고 빌보드 200 진입 기록을 새로 세웠다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,정동원,loyalty,11,2020년 멜론뮤직어워드에서 미스터트롯 톱6과 공동으로 팬 반응이 반영된 '핫트렌드상'을 수상했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,동방신기,loyalty,16,"태국 매체 Thairath는 2020년 1월 최강창민-유노윤호 동방신기가 데뷔 15주년을 기념해 스페셜 앨범을 발매했다고 보도해, 태국 현지 매체가 동방신기의 장기 활동 이력을 꾸준히 다뤄왔음을 보여준다",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,TWICE,spillover,25,BARKS reported a video release documenting TWICE's Tokyo Dome shows from their world tour,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,ATEEZ,loyalty,20,'2026 ATEEZ FANMEETING ATINY'S VOYAGE: TINY MYSTERY'가 7월 17~19일 사흘간 고려대학교 화정체육관에서 개최되며 마지막 회차는 온라인 생중계도 병행됐다,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,NCT,spillover,47,2026년 5월 대구 경북대학교 대학축제 라인업에 NCT WISH 출연,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,LE SSERAFIM,loyalty,10,"Fanclub FEARNOT members get exclusive access to premium seats at the Tokyo Dome concert via FC-only presale tiers, reflecting structured fan-priority ticketing",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,싸이,spillover,59,iM뱅크는 2025년 4월 싸이와 함께한 티저 광고를 공개하며 '상상 그 이상이 쌓이네'라는 캠페인 문구로 인지도 확보에 나섰다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,잭스키스,spillover,37,젝스키스 팬덤은 재결합 이후 해외영업팀을 구성해 다국어 소셜미디어 지원 체계를 갖추고 해외 팬 소통을 확대했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,레드벨벳,spillover,28,'겟잇뷰티 2019'(2019.4~12) 조이가 MC 진행,,Y,'겟잇뷰티 2019' MC,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,STAYC,spillover,5,2023년 STAYC는 전원이 프랑크푸르트 한국문화축제(Frankfurt Korean Culture Festival)에 참여했다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,DAY6,spillover,4,"2024년 코리아그랜드뮤직어워즈에서 첫 대상(Grand Performer Award, Best Band, Best Song) 수상",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,IKON,spillover,19,"'Fourever' 2026 월드투어 12개 도시(서울 개막, 일본 2곳, 아시아 6곳, 남미 3곳) 발표",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,윤하,spillover,36,"윤하는 2004년 9월 일본에서 싱글 '유비키리'로 먼저 데뷔했고, 두 번째 싱글 'ほうき星'가 오리콘 주간 차트 15위에 오르며 데뷔 아티스트로서 이례적인 히트를 기록했다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,레드벨벳,loyalty,46,2023년 첫 단독 마닐라 콘서트에 많은 관객이 몰렸다고 보도,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,아이유,spillover,58,제이에스티나가 2024년 봄·여름·연말 시즌에 걸쳐 아이유와 함께한 주얼리 화보를 잇달아 공개하며 2024년에도 모델 계약을 이어갔다.,,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,아이오아이,spillover,6,"Before their official debut announcement, the group had already secured 7 CF deals (Etude House, SK Telecom, KB Kookmin Bank, Elite uniforms, etc.) worth an estimated 1.4 billion won (March 2016)",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,aespa,spillover,15,"aespa was named Nongshim's first global ambassador for Shin Ramyun, with the campaign specifically targeting the US, China, Japan, Europe and Southeast Asia markets",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
media,임영웅,loyalty,1,"2025~2026년 전국투어 콘서트는 대구 공연에서 티켓 오픈 전부터 서버가 다운될 정도로 접속이 몰렸고, 인천을 시작으로 대구·서울·광주·대전·부산 등 매 지역에서 오픈과 동시에 초고속 전석 매진이 반복되고 있다.",,N,,"모델 판독(Claude, 2026-09-23) — 사람 검수 아님"
